# Description of Fields in this File
# ==================================
#  
# Pathway Name: a user friendly name of the pathway.
# Pathway Frame-id: a unique identifier of the pathway in the PGDB.
# Pathway Class Name: a user friendly name of a class that contains the pathway.
# Pathway Class Frame-id: a unique identifier of the Class Name in the PGDB.
# Pathway Score: A number from 0-1.0 indicating the strength of the evidence supporting the inference of this pathway, where 1.0 means very strong evidence.
# Pathway Frequency Score: the sum of the number of enzymes in the PGDB catalyzing the reactions of the pathway divided by the number of reactions in the pathway. This value can be larger than 1 since there might be several enzymes catalyzing the same reaction.
# Pathway Abundance: the abundance of the pathway given the abundance values of the genes for this pathway in the annotation file.
# Reason to Keep: a keyword describing the reason the pathway was kept.
# Pathway URL: the pathway URL for the Biocyc.org Web site.
#  
# The pathways in this file are sorted by Pathway Score.


Pathway Name | Pathway Frame-id | Pathway Class Name | Pathway Class Frame-id | Pathway Score | Pathway Frequency Score | Pathway Abundance | Reason to Keep | Pathway URL
propene degradation|PWY-5534|||0.18857144|0.14285715|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5534
adipate degradation|PWY-8354|||0.1936895|3.2|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8354
adipate biosynthesis|PWY-8347|||0.19368951|3.2|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8347
flavin biosynthesis I (bacteria and plants)|RIBOSYN2-PWY|Flavin Biosynthesis|Flavin-Biosynthesis|0.19408399|0.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=RIBOSYN2-PWY
GDP-mannose biosynthesis|PWY-5659|||0.19623405|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5659
NAD salvage pathway I (PNC VI cycle)|PYRIDNUCSAL-PWY|NAD Biosynthesis|NAD-SYN|0.19843395|0.71428573|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PYRIDNUCSAL-PWY
tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate|PWY-6613|Folate Biosynthesis|Folate-Biosynthesis|0.21156943|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6613
NAD salvage pathway IV (from nicotinamide riboside)|PWY3O-4106|NAD Biosynthesis|NAD-SYN|0.21156943|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY3O-4106
guanine and guanosine salvage II|PWY-6599|Guanine and Guanosine Salvage|Guanine-Guanosine-Salvage|0.21156943|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6599
L-cysteine biosynthesis III (from L-homocysteine)|HOMOCYSDEGR-PWY|L-cysteine Biosynthesis|CYSTEINE-SYN|0.21156943|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=HOMOCYSDEGR-PWY
6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|PWY-6147|6-Hydroxymethyl-Dihydropterin Diphosphate Biosynthesis|6-HM-Dihydropterin-PP-Biosynthesis|0.2128913|0.8|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6147
2-deoxy-alpha-D-ribose 1-phosphate degradation|PWY-7180|||0.21718971|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7180
2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate|PWY-5654|||0.2199189|0.75|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5654
2-aminophenol degradation|PWY-6210|||0.2199189|0.75|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6210
bile acid 7alpha-dehydroxylation|PWY-7754|||0.22000001|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7754
L-threonate degradation|PWY-7874|||0.22000001|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7874
D-erythronate degradation II|PWY-7873|||0.22000001|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7873
selenate reduction|PWY-6932|||0.22000001|0.8|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6932
nylon-6 oligomer degradation|P621-PWY|||0.22000001|0.42857143|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=P621-PWY
L-glutamine degradation I|GLUTAMINDEG-PWY|L-glutamine Degradation|GLUTAMINE-DEG|0.22442245|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUTAMINDEG-PWY
L-methionine degradation I (to L-homocysteine)|METHIONINE-DEG1-PWY|L-methionine Degradation|METHIONINE-DEG|0.22484045|0.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=METHIONINE-DEG1-PWY
folate transformations III (E. coli)|1CMET2-PWY|Folate Transformations|Folate-Transformations|0.22509725|0.7777778|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=1CMET2-PWY
glycine biosynthesis I|GLYSYN-PWY|Glycine Biosynthesis|GLYCINE-SYN|0.22743236|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLYSYN-PWY
acetate and ATP formation from acetyl-CoA I|PWY0-1312|||0.2279313|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1312
3-(4-hydroxyphenyl)pyruvate biosynthesis|PWY-5886|||0.23119894|6.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5886
ubiquinol-8 biosynthesis (early decarboxylation)|PWY-6708|||0.23164235|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6708
UTP and CTP dephosphorylation I|PWY-7185|UTP and CTP Dephosphorylation|UTP-CTP-Dephosphorylation|0.23215725|0.14285715|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7185
L-arginine degradation XIII (reductive Stickland reaction)|PWY-8187|L-arginine Degradation|ARGININE-DEG|0.2374525|0.6|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8187
L-rhamnose degradation III|PWY-6714|L-rhamnose Degradation|L-rhamnose-Degradation|0.23833333|0.14285715|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6714
acetate conversion to acetyl-CoA|PWY0-1313|||0.2392438|4.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1313
acetate and ATP formation from acetyl-CoA III|PWY-8328|||0.2392438|4.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8328
phospholipases|LIPASYN-PWY|||0.24039237|0.4|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=LIPASYN-PWY
UDP-alpha-D-glucose biosynthesis|PWY-7343|||0.24360389|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7343
L-aspartate biosynthesis|ASPARTATESYN-PWY|L-aspartate Biosynthesis|ASPARTATE-SYN|0.24414779|5.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ASPARTATESYN-PWY
L-aspartate degradation I|ASPARTATE-DEG1-PWY|L-aspartate Degradation|ASPARTATE-DEG|0.24414779|5.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ASPARTATE-DEG1-PWY
nicotine degradation I (pyridine pathway)|P181-PWY|Nicotine Degradation|Nicotine-Degradation|0.24488257|0.4117647|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=P181-PWY
D-galactose degradation I (Leloir pathway)|PWY-6317|Galactose Degradation|GALACTOSE-DEGRADATION|0.24646172|1.4|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6317
L-isoleucine degradation I|ILEUDEG-PWY|L-isoleucine Degradation|ISOLEUCINE-DEG|0.2508614|4.6666665|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=ILEUDEG-PWY
L-glutamate degradation I|GLUTAMATE-DEG1-PWY|L-glutamate Degradation|GLUTAMATE-DEG|0.25138244|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUTAMATE-DEG1-PWY
NADP biosynthesis|PWY-8148|||0.25138244|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8148
L-alanine biosynthesis II|ALANINE-SYN2-PWY|L-alanine Biosynthesis|ALANINE-SYN|0.25138244|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ALANINE-SYN2-PWY
indole-3-acetate degradation II|PWY-8087|Indole-3-acetate Degradation|AUXINS-DEGRADATION|0.25142857|0.42857143|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8087
L-glutamate biosynthesis I|GLUTSYN-PWY|L-glutamate Biosynthesis|GLUTAMATE-SYN|0.2534729|0.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUTSYN-PWY
coenzyme A biosynthesis I (bacteria)|COA-PWY|Coenzyme A Biosynthesis|CoA-Biosynthesis|0.25502518|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=COA-PWY
glycerol-3-phosphate to fumarate electron transfer|PWY0-1582|||0.25784603|5.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1582
L-arginine degradation XIV (oxidative Stickland reaction)|PWY-6344|L-arginine Degradation|ARGININE-DEG|0.2578811|0.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6344
thiazole component of thiamine diphosphate biosynthesis I|PWY-6892|Thiazole Biosynthesis|Thiazole-Biosynthesis|0.26098737|1.1666666|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6892
formate oxidation to CO2|PWY-1881|||0.26278535|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-1881
L-malate degradation II|PWY-7686|(S)-Malate Degradation|L-Malate-Degradation|0.26278535|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7686
L-serine degradation|SERDEG-PWY|||0.26278535|0.6666667|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=SERDEG-PWY
adenine and adenosine salvage I|P121-PWY|Adenine and Adenosine Salvage|Adenine-Adenosine-Salvage|0.26278535|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=P121-PWY
UDP-alpha-D-galactose biosynthesis|PWY-7344|||0.26278535|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7344
4-aminobutanoate degradation II|PWY-6537|4-Aminobutanoate Degradation|4-Aminobutyraye-Degradation|0.26278535|2.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6537
4-aminobutanoate degradation II|PWY-6537|4-Aminobutanoate Degradation|4-Aminobutyraye-Degradation|0.26278535|2.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6537
L-glutamate degradation II|GLUTDEG-PWY|L-glutamate Degradation|GLUTAMATE-DEG|0.26333556|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUTDEG-PWY
cholesterol degradation to androstenedione I (cholesterol oxidase)|PWY-6945|Cholesterol Degradation|Cholesterol-Degradation|0.26590678|2.1176472|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6945
L-aspartate degradation III (anaerobic)|PWY-8294|L-aspartate Degradation|ASPARTATE-DEG|0.26695287|1.3333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8294
L-aspartate degradation II (aerobic)|PWY-8291|L-aspartate Degradation|ASPARTATE-DEG|0.26695287|1.3333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8291
palmitate biosynthesis II (type II fatty acid synthase)|PWY-5971|Palmitate Biosynthesis|Palmitate-Biosynthesis|0.26747474|6.129032|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5971
glutaminyl-tRNAgln biosynthesis via transamidation|PWY-5921|||0.26767504|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5921
NADH to cytochrome bd oxidase electron transfer II|PWY0-1568|||0.27265432|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1568
4-sulfocatechol degradation|PWY-6041|||0.27593264|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6041
pyruvate fermentation to (S)-lactate|PWY-5481|Pyruvate Fermentation to Lactate|Pyruvate-Lactate-Fermentation|0.2825233|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5481
alanine racemization|PWY-8072|||0.2825233|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8072
long-chain fatty acid activation|PWY-5143|||0.2825233|36.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5143
glycogen degradation II|PWY-5941|Glycogen Degradation|Glycogen-Degradation|0.2923619|1.1666666|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5941
4-chloronitrobenzene degradation|PWY-5645|Nitrobenzene Degradation|Nitrobenzene-Degradation|0.29333335|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5645
4-nitrotoluene degradation II|PWY-5644|4-Nitrotoluene Degradation|4-Nitrotoluene-Degradation|0.29333335|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5644
(-)-dehydrodiconiferyl alcohol degradation|PWY-7557|||0.29333335|0.14285715|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7557
cytochrome c biogenesis (system II type)|PWY-8146|Cytochrome c Biogenesis|Cytochrome-C-Biogenesis|0.29333335|0.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8146
glutathione-peroxide redox reactions|PWY-4081|||0.29333335|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-4081
1-(sn-glycero-3-phospho)-1D-myo-inositol biosynthesis|PWY-8430|||0.29333335|0.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8430
diphenyl ethers degradation|PWY-7747|||0.29333335|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7747
methylthiopropanoate degradation I (cleavage)|PWY-6048|Methylthiopropanoate Degradation|Methylthiopropionate-Degradation|0.29333335|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6048
5-oxo-L-proline metabolism|PWY-7942|||0.29333335|1.1666666|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7942
testosterone degradation (anaerobic)|PWY-8155|||0.29333335|1.1666666|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8155
bis(guanylyl molybdopterin) cofactor sulfurylation|PWY-8164|||0.29333335|1.6666666|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8164
testosterone and androsterone degradation to androstendione (aerobic)|PWY-6943|||0.29333335|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6943
mannosylglucosylglycerate biosynthesis I|PWY-6686|Mannosylglucosylglycerate Biosynthesis|Mannosylglucosylglycerate-Biosynthesis|0.29333335|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6686
oxalate degradation II|PWY-6695|Oxalate Degradation|Oxalate-Degradation|0.29333335|0.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6695
N-acetylglucosamine degradation I|GLUAMCAT-PWY|N-acetylglucosamine degradation|N-Acetylglucosamine-Degradation|0.30224258|2.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUAMCAT-PWY
thiamine diphosphate biosynthesis II (Bacillus)|PWY-6893|Thiamine Diphosphate Biosynthesis|Thiamin-Diphosphate-Biosynthesis|0.30224258|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6893
L-valine degradation I|VALDEG-PWY|L-valine Degradation|VALINE-DEG|0.30431515|1.875|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=VALDEG-PWY
L-tyrosine biosynthesis I|TYRSYN|L-tyrosine Biosynthesis|TYROSINE-SYN|0.3097793|2.3333333|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=TYRSYN
dipyrromethane cofactor biosynthesis|PWY-8159|||0.31735414|0.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8159
L-phenylalanine biosynthesis I|PHESYN|L-phenylalanine Biosynthesis|PHENYLALANINE-SYN|0.32030806|3.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PHESYN
UDP-N-acetyl-D-galactosamine biosynthesis I|PWY-5512|UDP-N-acetyl-D-galactosamine Biosynthesis|UDP-Nac-Galactosamine-Biosynthesis|0.32196188|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5512
acetate formation from acetyl-CoA (succinate)|PWY-5536|||0.32196188|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5536
D-gluconate degradation|GLUCONSUPER-PWY|||0.32196188|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUCONSUPER-PWY
N-acetylneuraminate and N-acetylmannosamine degradation I|PWY0-1324|N-Acetylneuraminate and N-Acetylmannosamine Degradation|NAN-MANNACs-degradation|0.3257847|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1324
pyridoxal 5'-phosphate biosynthesis I|PYRIDOXSYN-PWY|Vitamin B6 Biosynthesis|Vitamin-B6-Biosynthesis|0.3293298|0.5714286|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PYRIDOXSYN-PWY
peptidoglycan recycling I|PWY0-1261|Anhydromuropeptide Recycling|Anhydromuropeptides-Recycling|0.3331943|0.85714287|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1261
4-chlorocatechol degradation|PWY-6087|||0.3362521|0.8|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6087
NAD phosphorylation and transhydrogenation|NADPHOS-DEPHOS-PWY-1|||0.33726066|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=NADPHOS-DEPHOS-PWY-1
arsenic detoxification VI|PWY-4621-1|Arsenate Detoxification|Arsenate-Detoxification|0.34296212|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-4621-1
guanine and guanosine salvage I|PWY-6620|Guanine and Guanosine Salvage|Guanine-Guanosine-Salvage|0.34296212|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6620
L-arabinose degradation V|PWY-8329|L-arabinose Degradation|L-Arabinose-Degradation|0.3503924|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8329
cis-vaccenate biosynthesis|PWY-5973|||0.35200003|2.8|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5973
bile acids deconjugation|PWY-8135|||0.35200003|0.4|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8135
beta-carotene biosynthesis|PWY-5943|||0.3528311|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5943
pyruvate to cytochrome bd oxidase electron transfer|PWY-7545|||0.3528311|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7545
hydroxymethylpyrimidine salvage|PWY-6910|||0.3528311|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6910
3-hydroxy-4-methyl-anthranilate biosynthesis II|PWY-7765|3-hydroxy-4-methyl-anthranilate biosynthesis|3-OH-4-Methyl-Anthranilate-Biosynthesis|0.35340172|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7765
spermidine biosynthesis III|PWY-6834|Spermidine Biosynthesis|Spermidine-Biosynthesis|0.3575|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6834
3-chlorocatechol degradation I (ortho)|PWY-6089|3-Chlorocatechol Degradation|3-Chlorocatechol-Degradation|0.36037388|0.8|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6089
peptidoglycan maturation (meso-diaminopimelate containing)|PWY0-1586|Peptidoglycan Biosynthesis|Peptidoglycan-Biosynthesis|0.36666667|2.4166667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1586
D-xylose degradation IV|PWY-7294|D-xylose Degradation|Xylose-Degradation|0.36754078|0.42857143|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7294
ethanol degradation I|ETOH-ACETYLCOA-ANA-PWY|Ethanol Degradation|Ethanol-Degradation|0.36959106|6.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ETOH-ACETYLCOA-ANA-PWY
siroheme biosynthesis|PWY-5194|||0.3711213|1.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5194
adenosine deoxyribonucleotides de novo biosynthesis I|PWY-7227|Adenosine Deoxyribonucleotide De Novo Biosynthesis|Adenosine-Deoxy-Denovo-Bbiosynthesis|0.37255037|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7227
guanosine deoxyribonucleotides de novo biosynthesis I|PWY-7226|Guanosine Deoxyribonucleotide De Novo Biosynthesis|Guanosine-Deoxy-Denovo-Biosynthesis|0.37255037|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7226
phosphatidylinositol biosynthesis I (bacteria)|PWY-6580|||0.3771275|0.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6580
biotin-carboxyl carrier protein assembly|PWY0-1264|||0.3771275|0.75|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1264
3,5-dichlorocatechol degradation|PWY-6084|||0.377709|0.75|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6084
